characterId,name,realName,gender,status,dob,dod
1927,Josef,Josef,Male,Deceased,,"June 24, 2016"
1928,Joseph Bauer,Joseph Bauer,Male,Deceased,,"April 4, 2017"
1929,Joseph Danvers,Joseph Danvers,Male,Alive,,
1930,Joseph Getty,Joseph Getty,Male,Alive,,
1931,Joseph Manfredi,Joseph Manfredi,Male,Alive,,
1932,Joseph Pike,Joseph Pike,Male,Alive,,
1933,Joseph Rogers,Joseph Rogers,Male,Deceased,,"May 8, 1918[2]"
1934,Joseph Stalin,Ioseb Besarionis Dze Jugashvili (Иосеб Бесарионис Дзе Джугашвили; birth name)Joseph Vissarionovich Stalin (Иосиф Виссарионович Сталин; legal name),Male,Deceased,,
1935,Joseph Vasquez,Joseph Vasquez,Male,Alive,,
1936,Joseph Weber,Joseph Weber,Male,Alive,,
1937,Josephine,Josephine,Female,Alive,,
1938,Josh Elliott,Joshua Michael Elliott,Male,Alive,,
1939,Josh Scarino,Joshua Scarino,Male,Alive,,
1940,Joshua Crow,Joshua Crow,Male,Alive,,
1941,Josie,Josie,Female,Alive,,
1942,José,José,Male,Alive,,
1943,Joy Meachum,Joy Meachum,Female,Alive,1990[3][4],
1944,Juan Carlos Castro,Juan Carlos Castro,Male,Deceased,,"December 1, 2015"
1945,Juan de Soria,Juan de Soria,Male,Alive,,
1946,Judith Minoru,Judith Minoru,Female,Deceased,,
1947,Judith Minoru/Dark Dimension,Judith Minoru,Female,Unknown,,
1948,Judy,Judy,Female,Alive,,
1949,Jules,Jules,Female,Alive,,
1950,Jules Beckers,Jules Beckers,Male,Unknown,,
1951,Julia Price,Julia Price,Female,Deleted,2017 (Real World),2017
1952,Julian (Agent),Julian,Male,Alive,,
1953,Julian (Fan),Julian,Male,Alive,,
1954,Julie (Bayard),Julie,Female,Alive,,
1955,Julie (UCLA),Julie,Female,Alive,,
1956,Julie Barnes,Julie Barnes,Female,Deceased,,Late 2017
1957,Julie Coulson,Julie Coulson,Female,Deceased,,
1958,Julien Beckers,Julien Beckers,Male,In Custody,,
1959,Julius Dell,Julius Dell,Male,Alive,,
1960,June,June,Female,Alive,,
1961,Junior Juniper,Jonathan Juniper,Male,Deceased,,"April 26, 1946"
1962,Junkie Jake,Jake,Male,Deceased,,Early 2015
1963,Jupiter Leader,,Male,Alive,,
1964,Jurmain,Jurmain,Female,Alive,,
1965,Justin,Justin,Male,Alive,,
1966,Justin Boden,Justin Boden,Male,Alive,,
1967,Justin Hammer,Justin Hammer,Male,In Custody,,
1968,Justis Ambrose,Justis Ambrose,Male,Alive,,
1969,K,K,Female,Alive,,
1970,K. Myers,K. Myers,,,,
1971,K/Party Prince Thor,K,Female,Alive,,
1972,Kadir,Kadir,Male,Alive,,
1973,Kaecilius,Kaecilius,Male,Alive,,
1974,Kaecilius/Corrupted Doctor Strange,Kaecilius,Male,Deceased,,
1975,Kalinda Potter,Kalinda Potter,Female,Deceased,,Sep-17
1976,Kamar-Taj Librarian,,Male,Deceased,,Fall 2015[1][2]
1977,Kamaria,Kamaria,Female,Deceased,,
1978,Kamaria/Ravager T'Challa,Kamaria,Female,Alive,,
1979,Kaminsky,Kaminsky,Male,Unknown,,
1980,Kamran,Kamran,Male,Alive,,
1981,Kang the Conqueror,Nathaniel Richards,Male,Alive,,
1982,Kanon,Kanon,Male,Alive,,
1983,Kappa,,Male,Deceased,,
1984,Karaba,Karaba,Female,Alive,,
1985,Karapetyan,Karapetyan,Male,Alive,,
1986,Karen,,,Destroyed,,
1987,Karen Accord,Karen Accord,Female,Alive,,
1988,Karen Oggerton,Karen Oggerton,Female,Alive,1974-1976,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1989,Karen Page,Karen Page,Female,Alive,1984-1986[8],
1990,Karina,Karina,Female,Alive,,
1991,Karine,Karine,Female,Unknown,,
1992,Karl Malus,Karlin Malus,Male,Deceased,Mid-1959-Mid-1960[2],Mid-2017
1993,Karl Mordo,Karl Amadeus Mordo,Male,Alive,,
1994,Karl Oakley,Karl Oakley,Male,Alive,,
1995,Karla Faye Gideon,Karla Faye Gideon,Female,In Custody,,
1996,Karly Scolari,Karly Scolari,Female,Deceased,1990-1992[1],2007-2008[1]
1997,Karnak,Karnak Mander-Azur,Male,Alive,,
1998,Karolina Dean,Karolina Dean,Female,Alive,Feb-01,
1999,Karolina Dean/Time-Travelling Runaways,Karolina Dean,Female,Deceased,Early 2001,2021
2000,Karun Patel,Karun Patel (करुण पटेल),Male,Alive,,
2001,Kasius,Kasius,Male,Deceased,,2091
2002,Kate Bishop,Katherine Elizabeth Bishop,Female,Alive,Late 2002[4][8],
2003,Katherine Reynolds,Katherine Reynolds,Female,Alive,,
2004,Katherine Shane,Katherine Shane,Female,Unknown,July 1968[1],
2005,Kathleen Sparr,Kathleen Sparr,Female,Alive,,
2006,Kathleen Sparr/Killmonger's War,Kathleen Sparr,Female,Alive,,
2007,Katie (Assistant),Katie,Female,Alive,,
2008,Katie (Dancer),Katie,Female,Alive,,
2009,Katie (Nurse),Katie,Female,Alive,,
2010,Katie Thompson,,Female,Alive,,
2011,Katy Chen,Chen Ruiwen (陈瑞雯)Katy Chen (American name),Female,Alive,,
2012,Katya Belyakov,Katya Belyakov (Катя Белякова),Female,Deceased,,2008
2013,Katya Belyakov/Framework,Katya Belyakov (Катя Белякова),Female,Deceased,2017 (Real World),2008 (Framework)2017 (Real World)
2014,Kaya,Kaya,Female,Alive,,
2015,Kazan,Kazan (Казан),Male,Deceased,,Spring 2018[1]
2016,Kazi Kazimierczak,Kazimierz Kazimierczak,Male,Unknown,,
2017,Kearson DeWitt,Kearson Z. Dewitt,Male,Deceased,,
2018,Kebo,Kebo,Male,Deceased,,Dec-15
2019,Keely,Keely,Male,In Custody,,
2020,Keeper,,Male,Deceased,,
2021,Keith,Keith,Male,Alive,,
2022,Keith Spivey,Keith Spivey,Male,Deceased,,
2023,Kelly Cooley,Kelly Cooley,Male,Deceased,,"October 28, 2015"
2024,Kelly Knight,Kelly Knight,Male,Alive,,
2025,Kelly Osbourne,Kelly Michelle Lee Osbourne,Female,Alive,,
2026,Kelly Scott,Kelly Scott,Female,Alive,2001-2002[1],
2027,Ken,Ken,Male,Deceased,,Spring 2015
2028,Ken Ogden,Ken Ogden,Male,Alive,,
2029,Kenji Oyama,Oyama Kenji (大山健児),Male,Alive,,
2030,Kenji Ozawa,Ozawa Kenji (小澤健児),Male,Deceased,,
2031,Kenneth,Kenneth,Male,Deceased,,"July 16, 1947"
2032,Kenneth Fuchs,Kenneth Fuchs,Male,Deceased,,"February 25, 2017[2][3][4][5]"
2033,Kenneth Fuchs/Dark Dimension,Kenneth Fuchs,Male,Destroyed,,Nov-17
2034,Kenneth Lim,Kenneth Lim,Male,Alive,,
2035,Kenneth Turgeon,Kenneth Turgeon,Male,Alive,,
2036,Kenneth Turgeon/Framework,Kenneth Turgeon,Male,Deleted,2017 (Real World),2017
2037,Keo,Keo,Male,Alive,,
2038,Kerry Barden (Vendor),Kerry Barden,Female,Alive,,
2039,Kerry Duggan,Kerry Duggan,Female,Alive,,
2040,Kev,Kev,Male,Alive,,
2041,Kevin (Date),Kevin,Male,Alive,,
2042,Kevin (Driver),Kevin,Male,Deceased,,
2043,Kevin Kennedy,Kevin Kennedy,Male,Deceased,,Feb-16
2044,Kevin LaRosa,Kevin LaRosa,Male,Unknown,,
2045,Kevin Michener,Kevin Michener,Male,Alive,,
2046,Kevin Page,Kevin Paxton Page,Male,Deceased,1988,Mar-04
2047,Kevin Singleton,Kevin Singleton,Male,Deceased,,Feb-16
2048,Khalid Khandil,Khalid Khandil,Male,In Custody,,
2049,Khonshu,Khonshu,Male,Alive,,
2050,Kid Colt,Blaine Colt,Male,Deceased,,
2051,Kid Colt (Actor),,Male,Alive,,
2052,Kid Loki,Loki Laufeyson,Fluid (masculine appearance and voice)[2],Alive,,
2053,Kid Thor,Thor Odinson,Male,Deceased,,
2054,Kiki (Criminal),,Male,Alive,,
2055,Kiki (Harlem),Kiki,Female,Alive,,
2056,Kilgrave,Kevin Thompson,Male,Deceased,1977-1978,Apr-15
2057,Kim,Kim,Male,Deceased,,Spring 2018
2058,Kim Bu-Sik,Kim Bu-Sik (김부식; 金富軾),Male,Alive,,
2059,Kim Hwang,Kim Hwang,Female,Deceased,1989-1991[1],2010-2011[1]
2060,Kimball,Kimball,Female,Deceased,,Mid-2019 (time-travelled self from 1983)
2061,Kincaid,Kincaid,Male,Alive,,
2062,King (Hand),,Male,Deceased,,Feb-16
2063,King (S.H.I.E.L.D.),King,Female,Deceased,,"July 4, 1976"
2064,King (S.H.I.E.L.D.)/Chronicom,,None (female appearance & voice),Deceased,,"July 4, 1976"
2065,King Arthur,Arthur Pendragon,Male,Deceased,,
2066,King Cobra,Klaus Voorhees,Male,Alive,,
2067,Kingo,Kingo,Male,Alive,,
2068,Kingpin,Wilson Grant Fisk,Male,Unknown,Early 1960s,
2069,Kirk,Kirk,Male,Alive,,
2070,Kirk Skadden,Kirk Skadden,Male,Alive,,
2071,Kirk Vogel,Kirk Vogel,Male,Deceased,,June 2016[1][2][3][4]
2072,Kisha Peterson,Kisha Peterson,Female,Alive,,
2073,Kitang,Kitang,Male,Deceased,,2016
2074,Kith Lyonne,Kith Lyonne,Female,Alive,,
2075,Klaue's Mercenary,,Male,Alive,,
2076,Klaue's Mercenary/Killmonger's War,,Male,Deceased,,2009
2077,Klaus Erskine,Klaus Erskine,Male,Deceased,,"December 12, 1937[1]"
2078,Klaus Haas,Klaus Haas,Male,Alive,,
2079,Kleiber,Kleiber,Male,Alive,,
2080,Klev,Klev,Male,Alive,,
2081,KM,Dumont,Male,Deceased,,
2082,Knowhere Dispatcher,,Male,Alive,,
2083,Knox,Knox,Male,Alive,,
2084,Koko,,Male,Deceased,,Nov-15
2085,Kora,Kora,Female,Deceased,,1983
2086,Kora/History Altered by Chronicoms,Kora,Female,Alive,,
2087,Korath the Pursuer,Korath,Male,Deceased,,Aug-14
2088,Korath the Pursuer/Ravager T'Challa,Korath,Male,Alive,,
2089,Korg,Korg,Male,Alive,,
2090,Korg/Age of Ultron,Korg,Male,Deceased,,
2091,Korg/Party Prince Thor,Korg,Male,Alive,,
2092,Korg/Ravager T'Challa,Korg,Male,Deceased,,Before 2008
2093,Kourtney,Kourtney,Female,Alive,,
2094,Kraglin Obfonteri,Kraglin Obfonteri,Male,Alive,,
2095,Kraglin Obfonteri/Ravager T'Challa,Kraglin Obfonteri,Male,Alive,,
2096,Kraken (Deviant),,Male,Deceased,,1521
2097,Kree Ambassador,,Male,Alive,,
2098,Kree Captain,,Male,Deceased,,2091
2099,Kree Doctor,,Male,Deceased,,2091
2100,Kree Emperor,,Male,Alive,,
2101,Kree Warrior/Monolith Recreation,,Male,Destroyed,,
2102,Kree Watch Commander,,Male,Deceased,,2091
2103,Krista Dumont,Krista Dumont,Female,In Custody,"September 18, 1982[4]",
2104,Kristen,Kristen,Female,Alive,,
2105,Kro,Kro,Male,Deceased,,Late 2023
2106,Krol,Krol,Female,Unknown,,
2107,Kronan Marauder,,Male,Deceased,,"November 11, 2013[1][2]"
2108,Kropsky,Kropsky,Male,Alive,,
2109,KRS-One,Lawrence Parker,Male,Alive,,
2110,Krugarr,Krugarr,Neutral,Alive,,
2111,Krupp,Krupp,Male,Deceased,,"June 30, 1934[1]"
2112,Krylorian Attendant,,Female,Deceased,,Aug-14
2113,Kthara,Lily[1],Female,Alive,,
2114,Kumiho,,Female,Deceased,,1521
2115,Kuo,郭 (Kuo),Male,Unknown,,
2116,Kurse,Algrim (Älgrim),Male,Deceased,,"November 14, 2013[1][2]"
2117,Kurt Goreshter,Kurt Goreshter[1],Male,Alive,,
2118,Kurt Goreshter/Zombie Outbreak,Kurt Goreshter,Male,Deceased,,Spring 2018
2119,Kusack,Kusack,Male,Deceased,,Spring 2018
2120,Kusuma,Kusuma,Female,Alive,,
2121,Kwan,Kwan,Male,Alive,,
2122,Kyklops,,,Destroyed,,
2123,Kyle (Assistant),Kyle,Male,Deceased,,Feb-16
2124,Kyle (Clerk),Kyle,Male,Alive,,
2125,Kyle (Husband),Kyle,Male,Alive,,
2126,Kyle (Reporter),Kyle,Male,Alive,,
2127,Kyle Richmond,Kyle Richmond,Male,Alive,,
2128,Kyle Zeller,Kyle Zeller,Male,Alive,,
2129,Kyung Park,Kyung Park,Male,Alive,,
2130,L. Atwood,L. Atwood,Female,In Custody,,
2131,L. Tompkins,L. Tompkins,Male,Alive,,
2132,L. Warren,L. Warren,Female,Alive,,
2133,Lacont,Lacont,Female,Alive,,
2134,Lacy,Lacy,Male,Alive,,
2135,Lady of the Lake Killer,,,Unknown,,
2136,Lafayette,Lafayette,Male,Alive,,
2137,Lagaro,Lagaro,Female,Alive,,
2138,Lan Stee,Lan Stee,Male,In Custody,,
2139,Lana,Lana,Female,Alive,,
2140,Lana Tsai,Lana Tsai,Female,Alive,,
2141,Lance,Lance,Male,Deceased,,"November 9, 2016"
2142,Lance Hunter,Amadeus Ravenclaw Hunter,Male,Alive,,
2143,Lanie,Lanie,Female,Alive,,
2144,Larry,Larry,Male,Alive,,
2145,Larry (Art Broker),Larry,Male,Alive,,
2146,Larry (National Art Gallery),Larry,Male,Alive,,
2147,Larry Ellison,Lawrence Joseph Ellison,Male,Alive,,
2148,Lars,Lars,Male,Alive,,
2149,Larson,Larson,Male,Alive,,
2150,Larssen,Larssen,Male,Alive,,
2151,Lash,Andrew Garner,Male,Deceased,,Jun-16
2152,Lash/Monolith Recreation,Lash,Male,Destroyed,"December 6, 2017","December 6, 2017"
2153,Latimer Zyl,Latimer Zyl,Male,Alive,,
2154,Laufey,Laufey,Male,Deceased,,"June 2, 2010[1][2][3]"
2155,Laufey/Party Prince Thor,Laufey,Male,Alive,,
2156,Laura,Laura,Female,Deleted,2017 (Real World),2017
2157,Laura Barton,Laura Barton,Female,Alive,,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
2158,Laura Barton/Age of Ultron,Laura Barton,Female,Deceased,,
2159,Laura Barton/Avengers Assassinated,Laura Barton,Female,Alive,,
2160,Laura Hayward,Laura Hayward,Female,Alive,,
2161,Laurel,Laurel,Female,Alive,,
2162,Laurent Bouchard,Laurent Bouchard,Male,Alive,,
2163,Laurent Lyonne,Laurent Lyonne,Male,Alive,,
2164,Lavell Nevins,Lavell Nevins,Male,Alive,,
2165,Lawrence (Doctor),Lawrence,Male,Deceased,,
2166,Lawrence (NYPD),Lawrence,Male,Alive,,
2167,Lawrence Wilkins,Lawrence Wilkins,Male,Deceased,,Feb-16
2168,Layla El-Faouly/Duat,Layla Abdallah El-Faouly,Female,Unknown,,
2169,Lazycat619,,,Alive,,
2170,Lead Assassin,,Male,Deceased,,Spring 2018
2171,Lead HYDRA Agent,,Male,Deceased,,2014
2172,Lead Scrapper,,Male,Deceased,,Late 2017
2173,Leah,Leah,Female,Alive,,
2174,Leahy,Leahy,Male,Alive,,
2175,Leather Coat,,Male,Deceased,,Late 2017
2176,Lee,Lee,Male,Alive,,
2177,Lee Owlsley,Lee Owlsley,Male,Alive,,
2178,Leet Brannis,Leet Brannis,Male,Deceased,,"April 18, 1946"
2179,Lei Kung,Lei Kung (雷公),Male,Unknown,,
2180,Leighton,Leighton,,Deceased,,
2181,Leland,Leland,Male,Alive,,
2182,Leland Owlsley,Leland Owlsley,Male,Deceased,1941–1942,Early 2015
2183,Leland Wilson,Leland Wilson,Male,Deceased,,1793[2]
2184,Lemieux,Lemieux,Male,Alive,,
2185,Lemuel Pilgrim,Lemuel Pilgrim,Male,Alive,,
2186,Len Sirkes,Len Sirkes,Male,Alive,,
2187,Lennox,Lennox,Male,Deceased,,Spring 2024
2188,Leo (Patient),Leo,Male,Alive,,
2189,Leo (Robber),Leo,Male,Deceased,,"November 9, 2016"
2190,Leo Babikov,Leo Babikov,Male,Deceased,,Apr-17
2191,Leo Fitz,Leopold James Fitz,Male,Alive,"August 19, 1987[24][20]",
2192,Leo Fitz/Bobo,Leopold James Fitz,Male,Deceased,,
2193,Leo Fitz/Destroyed Earth,Leopold James Fitz,Male,Deceased,"August 19, 1987[7][8]",Spring 2018
2194,Leo Fitz/Life-Model Decoy,Leo Fitz,Male (masculine programming and voice),Destroyed,Apr-17,Apr-17
2195,Leo Lieberman,Leo Lieberman,Female,Alive,,
2196,Leon,Leon,Male,Alive,,
2197,Leonard Samson,Leonard Samson,Male,Alive,,
2198,Leopold,Leopold,Male,Alive,,
2199,Lerato,Lerato,Female,Alive,,
2200,Lermentov,Lermentov,Male,Alive,,
2201,Leslie,Leslie,Female,Alive,,
2202,Leslie Dean,Leslie Ellerh (nubile)Leslie Dean,Female,Alive,,
2203,Leslie Hansen,Leslie Hansen,Female,Deceased,,
2204,Leticia,Leticia,Female,Alive,,
2205,Levi Van Kempen,Levi Van Kempen,Male,Alive,,
2206,Levy,Levy,Male,Alive,,
2207,Lewis Seaver,Lewis Seaver,Male,Deceased,,2015
2208,Lewis Wilson,Lewis Wilson,Male,Deceased,"May 30, 1991[3]","December 12, 2016"
2209,Lexi Raymond,Lexi Raymond,Female,Alive,,
2210,Li,Li,Male,Deceased,,Fall 1983
2211,Li Oshiro,Li Oshiro,Male,Alive,,
2212,Lia,Lia,Female,Alive,,
2213,Lia Dewan,Avandalia Dewan,Female,In Custody,,
2214,Lia Dewan/Tyrone Johnson Killed,Avandalia Dewan,Female,Alive,,
2215,Liam Walsh,Liam Walsh,Male,Alive,,
2216,Liam Walsh/Andre Deschaine's Torture,Liam Walsh,Male,Alive,,
2217,Liam Walsh/Tandy Bowen Drug Addict,Liam Walsh,Male,Alive,,
2218,Lian May,Lian May,Female,Alive,,
2219,Liddle,Liddle,Male,Deceased,,
2220,Lila Barton,Lila Barton,Female,Alive,2004–2005[4],Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
2221,Lila Barton/Avengers Assassinated,Lila Barton,Female,Alive,,
2222,Lila Yale,Lila Yale,Female,Alive,,
2223,Lilla Mackenzie,Lilla Mackenzie,Female,Unknown,1945,
2224,Lilla Mackenzie/Chronicom,,None (female appearance & voice),Deceased,,"July 4, 1976"
2225,Lilla Mackenzie/History Altered by Chronicoms,Lilla Mackenzie,Male,Deceased,1945,1976
2226,Lillian (Accounting),Lillian,Female,Alive,,
2227,Lillian (Manager),Lillian,Female,Alive,,
2228,Lillibet,Lillibet,Female,Alive,,
2229,Lily Ellison,Lily Ellison,Female,Alive,,
2230,Limbani,Limbani,Male,Deceased,,Jul-16
2231,Limo Driver,,Male,Alive,,
2232,Lin,Lin,Male,Alive,,
2233,Lina,Lina,Female,Alive,,
2234,Lincoln Campbell,Lincoln Campbell,Male,Deceased,"April 17, 1985[13]",Jun-16
2235,Lincoln Campbell/Framework,Lincoln Campbell,Male,Deceased,,April 2017 (Real World)
2236,Linda (Mercenary),Linda,Female,Deceased,,July 2016[1]
2237,Linda (Neighbor),,Female,Alive,,
2238,Linda Avery,Linda Avery,Female,Deceased,,Mar-89
2239,Linda Carter,Linda Carter,Female,Alive,,
2240,Linda Chao,Linda Chao,Female,Alive,,
2241,Lindsay,Lindsay,Female,Alive,,
2242,Ling Ling,Ling Ling,Female,Alive,"April 26, 2016[1]",
2243,Lingenfelter,Lingenfelter,Female,Alive,,
2244,Lisa Castle,Lisa Barbara Castle,Female,Deceased,June 2003[3],"April 4, 2015"
2245,Lisbeth,Lisbeth,Female,Alive,,
2246,List,List,Male,Deceased,,Apr-15
2247,List of Minor Characters,,,,,
2248,List/New York Time Heist,List,Male,Alive,,
2249,Little Girl,,Female,Alive,,
2250,Liu,刘 (Liu),Male,Deceased,,Late 2017
2251,Liu (Neighbor),Liu,Male,Alive,,
2252,Livanson,Livanson,Male,Alive,,
2253,Living Laser,Arthur Parks,Male,Unknown,,
2254,Living Tribunal,Living Tribunal,Male,Alive,,
2255,Livvie,Livvie,Female,Alive,December 8th,
2256,Liz Allan,Elizabeth Toomes (birth name)Elizabeth Allan (legal name),Female,Alive,1999[1],
2257,Lizard,Curtis Connors,Male,Alive,,
2258,Lloyd Rathman,Lloyd Rathman,Male,Alive,,
2259,Lloyd Wagner,Lloyd Wagner,Male,Alive,,
2260,Lockhart,Lockhart,Male,Alive,,
2261,Lockjaw,Lockjaw,Male,Alive,,
2262,Locus,Locus,Female,Deceased,,2016
2263,Logan,Logan,Male,Deceased,,2014
2264,Lohmer,Lohmer,Male,Deceased,,Oct-43
2265,Loki,Loki Laufeyson,Fluid (masculine appearance and voice)[10],Deceased,965 A.D.[6],Spring 2018
2266,Loki (American Actor),,Male,Alive,,
2267,Loki (Asgardian Actor),,Male,Alive,,"Spring 2018 (victim of the Snap, resurrected by Hulk in 2023)"
2268,Loki/Asgard Time Heist,Loki Laufeyson,Fluid (masculine appearance and voice)[1],In Custody,965 A.D.,
2269,Loki/Avengers Assassinated,Loki Laufeyson,Fluid (masculine appearance & voice),Alive,,
2270,Loki/New York Time Heist,Loki Laufeyson,Fluid (masculine appearance and voice)[7],Alive,965 A.D.,
2271,Loki/Party Prince Thor,Loki Laufeyson,Fluid (masculine appearance and voice)[2],Alive,,
2272,Lola (Receptionist),Lola,Female,Alive,,
2273,Loman,Loman,Male,Unknown,,
2274,Lombardo,Lombardo,Male,Alive,,
2275,Londell Kendricks,Londell Kendricks,Male,Alive,,
2276,London Master,,Male,Alive,,
2277,Lonnie Wilson,Lonnie Wilson,Male,Alive,,
2278,Lope de Fitero,Lope de Fitero,Male,Deceased,,"June 10, 1245"
2279,Lopes,Lopes,Male,In Custody,,
2280,Lopez,Lopez,Male,Alive,,
2281,Lorelei,Lorelei,Female,Alive,,
2282,Loretta Dooley,Loretta Dooley,Female,Alive,,
2283,Lori Henson,Lori Henson,Female,Deceased,,Late 2015
2284,Lorraine (SSR),Lorraine,Female,Alive,,
2285,Lorraine (The Griffith),Lorraine,Female,Alive,,
2286,Loud Jerk,,Male,Alive,,
2287,Louden Swift,Louden Swift,Male,Alive,,
2288,Louie,Louie,Male,Deceased,,Spring 2024
2289,Louisa Delgado,Louisa Delgado,Female,Deceased,,Nov-15
2290,Louise Fisher,Louise Fisher,Female,Alive,,
2291,Louise Hastings,Louise Hastings,Female,Alive,,
2292,Louise Thompson,Louise Thompson,Female,Deceased,,Apr-15
2293,Love,,Female,Alive,,
2294,Love Bandit,,Male,In Custody,,
2295,Loyolis,Loyolis,Male,Alive,,
2296,LT Koenig,LT Koenig,Female,Alive,,
2297,Luanne McClure,Luanne McClure,Female,Deceased,,2005
2298,Luca Russo,Luca Russo,Male,Deceased,,Dec-13
2299,Lucas (Air Force),Lucas,Male,Deceased,,Nov-17
2300,Lucas (Atlas),Lucas,Male,Alive,,
2301,Luchino Nefaria,Luchino Nefaria,Male,Alive,,
2302,Lucian Aster,Lucian Aster,Male,Deceased,,Early 2017
2303,Lucio,Lucio,Male,Deceased,1980,Apr-16
2304,Lucky,,Male,Deceased,,2016
2305,Lucky the Pizza Dog,Lucky,Male,Alive,,
2306,Lucy Bauer,Lucy Bauer,Female,Deceased,,Apr-17
2307,Luis,Luis,Male,Alive,,
2308,Luis (Patient),Luis,Male,Alive,,
2309,Luis Allegre,Luis Allegre,Male,In Custody,,
2310,Luis' Grandmother,,Female,Alive,,
2311,Lukasz Kovaczsik,Lukasz Kovaczsik,Male,Deceased,,
2312,Luke,Luke,None (masculine appearance & voice),Deceased,,"July 4, 1976"
2313,Luke Ballard,Luke Ballard,Male,Alive,,
2314,Luke Cage,Carl Lucas (birth name)Luke Cage (legal name),Male,Alive,Spring 1980[10][22],
2315,Luther Banks,Luther Banks,Male,Deceased,,Early 2016
2316,Lylla,Lylla,Female,Alive,,
2317,M'Baku,M'Baku,Male,Alive,,
2318,M'Kathu,M'Kathu,Male,Alive,,
2319,M. Allen,M. Allen,Male,Alive,,
2320,M. Caldwell,M. Caldwell,Female,In Custody,,
2321,M. Scott,M. Scott,Male,Deceased,,Mar-17
2322,M.O.D.O.K.,Aldrich Killian,Male,Deceased,,
2323,M20,M20,Male,Alive,,
2324,M20/Killmonger's War,,Male,Alive,,
2325,Mabel,Mabel,Female,Alive,,
2326,Mac Gargan,MacDonald Gargan,Male,In Custody,,
2327,Mack,Mack,Male,Alive,,
2328,MacLean,MacLean,Male,Alive,,
2329,Mad Celestial,,Male,Alive,,
2330,Madame B.,,Female,Alive,,
2331,Madame Gao,Gao (高),Female,Unknown,,
2332,Madao,Madao,Male,Alive,,
2333,Maddah Myrie,Maddah Myrie,Female,Alive,,
2334,Maddie,Maddie,Female,Alive,,
2335,Madeline Brandt,Madeline Brandt,Female,Alive,,
2336,Madge,Madge,Female,Alive,,
2337,Magda Simms,Magda Simms,Female,Alive,,
2338,Magei,Magei,Male,Alive,,
2339,Maggie Grace,Margaret Grace,Female,Alive,,
2340,Maggie Lang,Margaret Lang,Female,Alive,,
2341,Magic Montoya,Monte Montoya,Male,Alive,1973-1974,
2342,Magistrate,,Male,Unknown,,
2343,Magistrate's Daughter,,Female,Unknown,,
2344,Magistrate's Son,,Male,Unknown,,
2345,Magistrate's Wife,,Female,Unknown,,
2346,Magnum,Magnum,Male,Alive,,
2347,Magoth,Magoth,Male,Deceased,,
2348,Mainframe,Mainframe,Female (feminine voice and programming),Active,,
2349,Makani,Makani,Male,Alive,,
2350,Makayla,Makayla,Female,Alive,,
2351,Makkari,Makkari,Female,Alive,,
2352,Malachi,Malachi,None (masculine appearance & voice),Alive,,
2353,Malcolm,Malcolm,Male,Deceased,,Mid-2019[2][3]
2354,Malcolm Ducasse,Malcolm Joseph Ducasse,Male,Alive,Late 1980s-Early 1990[14],
2355,Malekith,Malekith (Mälekith),Male,Deceased,,"November 15, 2013"
2356,Malekith/Ravager T'Challa,Malekith,Male,Unknown,,
2357,Malik,Malik,Male,Deceased,,
2358,Malik Saini,Malik Saini,Male,Unknown,,
2359,Mama Fury,Fury,Female,Unknown,,
2360,Mama Mabel,Maybelline Stokes,Female,Deceased,August[7][3],
2361,Mamba,,Male,Alive,,
2362,Mamie Johnson,Mamie Johnson,Female,Alive,,
2363,Man on Bench,,Male,Alive,,
2364,Man-Thing,Theodore Sallis,Male,Unknown,,
2365,Mangog,Mangog,Male,Destroyed,,
2366,Manny (FDNY),Manny,Male,Alive,,
2367,Manny (Patient),Manny,Male,Alive,,
2368,Mantis,Mantis,Female,Alive,,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
2369,Mantis/Party Prince Thor,Mantis,Female,Alive,,
2370,Manuel Silva,Manuel Silva,Male,Alive,,
2371,Manzini,Manzini,Male,Deceased,,1839[1]
2372,Mar-Vell,Mar-Vell,Female,Deceased,,1989
2373,Marc Shaiman,Marc Shaiman,Male,Alive,,
2374,Marcel,Marcel,Male,Alive,,
2375,Marci Stahl,Marci Stahl,Female,Alive,,
2376,Marcus (Husband),Marcus,Male,Alive,,
2377,Marcus (Orphan),Marcus,Male,Alive,,
2378,Marcus Benson,Marcus Benson,Male,Alive,,
2379,Marcus Mackenzie,Marcus Mackenzie,Male,Alive,,
2380,Marcus Mackenzie/History Altered by Chronicoms,Marcus Mackenzie,Male,Alive,,
2381,Marcus Scarlotti,Marcus Scarlotti,Male,In Custody,,
2382,Marduk Helstrom,Marduk Helstrom,Male,Alive,,
2383,Margaret (Rand Enterprises),Margaret,Female,Alive,,
2384,Margaret (USDS),Margaret,Female,Alive,,
2385,Margaret Phillips,Margaret Phillips,Female,Alive,,
2386,Maria,Maria,Female,Alive,,
2387,Maria Castle,Maria Elizabeth Castle,Female,Deceased,,"April 4, 2015"
2388,Maria Hill,Maria Hill,Female,Alive,"April 4, 1982[3]",Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
2389,Maria Hill/Avengers Assassinated,Maria Hill,Female,Alive,,
2390,Maria Hill/Party Prince Thor,Maria Hill,Female,Alive,,
