locationId,name,state,continent
1265,Nornheim,Nine Realms,
1266,North America,Earth,
1267,North Carolina,United States of America,North America
1268,North Dakota,United States of America,North America
1269,North Institute,"Ohio, United States of America",North America
1270,North Kivu,Democratic Republic of the Congo,Africa
1271,North Korea,Earth,Asia
1272,Northeastern Correctional Facility,"New York City, New York",North America
1273,Northern Ireland,United Kingdom,Europe
1274,Norway,Earth,Europe
1275,Nottingham,"England, United Kingdom",Europe
1276,Nouvet Hotel,"New York City, New York",North America
1277,Nova Corps Headquarters,Xandar,
1278,Nova Scotia,Canada,North America
1279,Novi Grad,Sokovia,Europe
1280,Novi Grad Church,"Novi Grad, Sokovia",Europe
1281,Number One Observatory Circle,"Washington, D.C., Washington, D.C.",North America
1282,Nurdagi,Turkey,Asia
1283,Nuremberg,Germany,Europe
1284,Nuremberg Prison,"Nuremberg, Germany",Europe
1285,NYPD Crime Laboratory,"New York City, New York",North America
1286,O'Connor Residence,"New York City, New York",North America
1287,Oahu,"Hawaii, United States of America",Oceania
1288,Oahu County Correctional Facility,"Oahu, Hawaii",Oceania
1289,Oak Creek,"Wisconsin, United States of America",North America
1290,Oak Island,"Nova Scotia, Canada",North America
1291,Oakland,"California, United States of America",North America
1292,Oakland Bay Bridge,"San Francisco, CaliforniaVoid (alternate timeline)",North America
1293,Obadiah Stane's Mansion,California,North America
1294,Oceania,Earth,
1295,Odessa,Ukraine,Europe
1296,Odin's Vault,"Royal Palace of Valaskjalf, Asgard",
1297,Odyssey Diner,"Philadelphia, Pennsylvania",North America
1298,Ogygia,Bermuda (Framework),
1299,Ohio,United States of America,North America
1300,Ohio State University,"Columbus, Ohio",North America
1301,Ohio University,"Cleveland, Ohio",North America
1302,Okinawa,Japan,Asia
1303,Oklahoma,United States of America,North America
1304,Oklahoma City,"Oklahoma, United States of America",North America
1305,Old Town Square,"Prague, Czech Republic",Europe
1306,Olive Tree Deli,"New York City, New York",North America
1307,Olympia,,
1308,Olympic Grand Hotel,"Los Angeles, California",North America
1309,Olympic Movie House,"Los Angeles, California",
1310,Omaha,"Nebraska, United States of America",North America
1311,Omnipotence City,,
1312,Onslaught Canyon World,Multiverse,
1313,Ontario,Canada,North America
1314,Oregon,United States of America,North America
1315,Orex II Gravity Well,,
1316,Orex ll,,
1317,Orlando,"Florida, United States of America",
1318,Osaka,Japan,Asia
1319,Oshkosh,"Wisconsin, United States of America",North America
1320,Oslo,Norway,Europe
1321,Ottawa,Canada,North America
1322,Oui,"San Francisco, California",
1323,Outer Banks,"North Carolina, United States",North America
1324,Pacific Missile Silo,Pacific Ocean,
1325,Pacific Park,"Santa Monica, California",North America
1326,Paint World,Multiverse,
1327,Pakistan,Earth,Asia
1328,Palermo,Italy,North America
1329,Palestine,Earth,Asia
1330,Palm Desert,California,North America
1331,Palm Springs,"California, United States of America",North America
1332,Palma de Mallorca,Spain,Europe
1333,Palo Alto,"Silicon Valley, California",North America
1334,Pamplona,"Navarre, Spain",Europe
1335,Panama,Earth,North America
1336,Pancho's Bar,"Rosamond, California",North America
1337,Paraguay,Earth,South America
1338,Paramatar,,
1339,Paramus,"New Jersey, United States of America",North America
1340,Paris,France,Europe
1341,Parker Residence,"15th Street, Queens, New York City, New York (second apartment)20 Ingram Street, Forest Hills, Queens, New York City, New York[1] (third apartment)",North America
1342,Parkside,United States of America,North America
1343,Parramatta,Australia,Oceania
1344,Pasadena,"California, United States of America",North America
1345,Pasadena Momentum Laboratory,"Pasadena, California",North America
1346,Passaic,"New Jersey, United States of America",North America
1347,Pataliputra,"Bihar, India",Asia
1348,Patseras Residence,"New York City, New York",North America
1349,Pavlodar,Kazakhstan,AsiaEurope
1350,Pearl Harbor,"Hawaii, United States of America",Oceania
1351,Pennsylvania,United States of America,North America
1352,Penny's Place,"Fagan Corners, Vermont",
1353,Pensacola,"Florida, United States of America",North America
1354,Pentagon,"Arlington, Virginia",North America
1355,Pershing Square,"New York City, New York",North America
1356,Perthshire,"Scotland, United Kingdom",Europe
1357,Peru,Earth,South America
1358,Pet Palace,"Puente Antiguo, New Mexico",North America
1359,Pete's Diner and Grill,"Sunnyside, Queens, New York City, New York",North America
1360,Peter Pan Donut & Pastry Shop,"New York City, New York",North America
1361,Peter Parker's Apartment,"Midtown[1], Manhattan, New York City, New York",North America
1362,Peterson Residence,"Los Angeles, California",North America
1363,Peutie,Belgium,Europe
1364,Phastos' Residence,"Chicago, Illinois",North America
1365,Phi Gamma Epsilon House,"Gateway University, Portland, Oregon",North America
1366,Philadelphia,"Pennsylvania, United States of America",North America
1367,Philip Cabroni's Apartment,"New York City, New York",North America
1368,Philippines,Earth,Asia
1369,Phillips Academy,"Andover, Massachusetts",North America
1370,Phnom Penh,Cambodia,Asia
1371,Phoenix,"Arizona, United States of America",North America
1372,Phong Nha,Vietnam,Asia
1373,Phuket,Thailand,Asia
1374,Pier 13,"Brooklyn, New York City, New York",North America
1375,Pier 22 Warehouse,"New York City, New York",North America
1376,Pier 39,"San Francisco, California",North America
1377,Pier 81,"New York City, New York",North America
1378,Pier 81 Warehouse,"New York City, New York",North America
1379,Pierson College,"New Haven, Connecticut, United States of America",North America
1380,Pike Creek,"Delaware, United States of America",North America
1381,Pilgrim Residence,Georgia,North America
1382,Pimpri-Chinchwad,India,Asia
1383,Pinghai Bay,China,Asia
1384,Pingo Doce Bottling Plant,"Rocinha, Rio de Janeiro, Brazil",South America
1385,Pipe World,Multiverse,
1386,Pisa,"Italy, Europe",Europe
1387,Pittsburgh,Pennsylvania,North America
1388,Playground,United States of America,North America
1389,Playland,"Rye, New York",North America
1390,Plaza Hotel,"New York City, New York",North America
1391,Pleasant Hill,"Contra Costa County, California, United States of America",North America
1392,Pluto,Solar System,
1393,Plymouth,"Massachusetts, United States of America",North America
1394,Plymouth (England),,Europe
1395,Plymouth Juvenile Secure Unit,"Massachusetts, United States of America",North America
1396,Poland,Earth,Europe
1397,Polizzi's,"Los Angeles, California",North America
1398,Pompeii,Italy,Europe
1399,Ponce,Puerto Rico,North America
1400,Ponce de León Theater,"San Juan, Puerto Rico",North America
1401,Pop's Barber Shop,"179 Malcolm X Boulevard[1], New York City, New York",North America
1402,Port Sudan,Sudan,Africa
1403,Port-au-Prince,Haiti,North America
1404,Portland,"Oregon, United States of America",North America
1405,Portland Harbor,"Portland, Oregon",North America
1406,Portland International Airport,"Portland, Oregon",North America
1407,Portsmouth,"New Hampshire, United States of America",North America
1408,Portugal,Earth,Europe
1409,Porvoo,Finland,Europe
1410,Post-Apocalyptic World,Multiverse,
1411,Potomac Plaza,"Washington, D.C.",North America
1412,Potosí,Colombia,South America
1413,Prachya Thai,"Queens, New York City, New York",North America
1414,Prague,Czechoslovakia (formerly)Czech Republic,Europe
1415,Praha Hlavní Nádraží,"Prague, Czech Republic",Europe
1416,Praxius IX,,
1417,Presidential Hotel,"New York City, New York",North America
1418,Press Lounge Restaurant,"New York City, New York",North America
1419,Presterød,"Norway, Europe",Europe
1420,Preston (city),"England, United Kingdom",Europe
1421,Price Residence,"Washington, D.C.",North America
1422,PRIDE Construction Site,"Los Angeles, California",North America
1423,PRIDE Headquarters,"Los Angeles, California",North America
1424,Primed and Ready Fireworks,"Los Angeles, California",North America
1425,Princess Bar,Madripoor,Asia
1426,Proctor Residence,"Westview, New Jersey",North America
1427,Promenade Society Building,"New Orleans, Louisiana",North America
1428,Providence,"Ontario, Canada",North America
1429,Puente Antiguo,"New Mexico, United States of America",North America
1430,Puente Antiguo County Hospital,"Puente Antiguo, New Mexico",North America
1431,Puerto Rico,Earth,North America
1432,Punisher's Hideout,"New York City, New York",North America
1433,Putnam Psychiatric Hospital,Duat,
1434,Pym Residence,"San Francisco, California (formerly)Tropical Beach",North America
1435,Pym Technologies Headquarters,"San Francisco, California",North America
1436,Pyree,,
1437,Qeng Tower,"New York City, New YorkVoid (alternate timeline)",North America
1438,Quadriverse,Multiverse,
1439,Quantico,"Prince William County, Virginia, United States of America",North America
1440,Quantum Asteroid Field,,
1441,Quantum Realm,Multiverse,
1442,Quebec,Canada,North America
1443,Queens Community Bank,"21st Street, Queens, New York City",North America
1444,Queensboro Bridge,"New York City, New York",North America
1445,Rabat,Morocco,Africa
1446,Radcliffe Residence,"Washington, D.C.",North America
1447,Rae's Restaurant,"Columbus Drive, Chicago, Illinois",North America
1448,Rafael Scarfe's Apartment,"New York City, New York",North America
1449,Raft,Atlantic Ocean,
1450,Rainbow Bridge,"Asgard, Nine Realms",
1451,Raleigh,"North Carolina, United States of America",North America
1452,Ralph Bohner's House,"Westview, New Jersey",North America
1453,Rambeau Residence,"New Orleans, Louisiana",North America
1454,Rand Enterprises Building,"Vanderbilt Avenue and 46th Street [1], New York City, New York",North America
1455,Rand Enterprises Chemical Plant,"Staten Island, New York City, New York",North America
1456,Rand Enterprises Research Facility,"Queens, New York City, New York",North America
1457,Randy's Donuts,"Inglewood, CaliforniaLos Angeles, California",North America
1458,Rapu’s Planet,,
1459,Rat,United States of America,North America
1460,Rathburn University,United States of America,North America
1461,Ravenna,"Ohio, United States of America",North America
1462,Ray of Hope,,
1463,Raymond Residence,"New York City, New York",North America
1464,ReadyQuick Check Cashing,"New York City, New York",North America
1465,Realm of Madness,Multiverse,
1466,Red Daggers' Hideout,"Karachi, Sindh",Asia
1467,Red Fish Blue Restaurant,"48th Street and 9th Avenue, New York City, New York",North America
1468,Red Hook Pier,"Red Hook, Brooklyn, New York City, New York",North America
1469,Red Room Academy,"Byelorussia, Soviet Union (formerly)Belarus (formerly)",Europe
1470,Red Rooster,"Harlem, Manhattan, New York City, New York",North America
1471,Relais Odéon,"Paris, France",Europe
1472,Reno (city),"Nevada, United States of America",North America
1473,Retreat,,
1474,Reyes Residence,"Los Angeles, California",North America
1475,Rhinebeck,"New York, United States of America",North America
1476,Ria,Nine Realms,
1477,Rialto Bridge,"Venice, Italy",Europe
1478,Richards Residence,"Portland, Oregon",North America
1479,Richmond,"Virginia, United States of America",North America
1480,Riga,Latvia,Europe
1481,Ringshaug,"Norway, Europe",Europe
1482,Rio de Janeiro,Brazil,South America
1483,Rio Verde,Brazil,South America
1484,River Village,"Amanzi Kwakhona Umlambo, Wakanda",Africa
1485,River's End,"New York, United States of America",North America
1486,River's End High School,"River's End, New York",North America
1487,River's End Police Station,"River's End, New York",North America
1488,Riverbank Medical Center,"New York City, New York",North America
1489,Riviera Psychiatric Institute,,North America
1490,Rivoli Ballroom,"London, England",Europe
1491,Riyadh,Saudi Arabia,Asia
1492,Roanoke,"Virginia, United States of America",North America
1493,Robert Coleman's Apartment,"New York City, New York",North America
1494,Rocinha,"Rio de Janeiro, Brazil",South America
1495,Rockaway Beach and Boardwalk,"New York City, New York",North America
1496,Rockefeller Center,"New York City, New York",North America
1497,Rockland,"Sullivan County, New York, United States of America",North America
1498,Rodriguez Residence,Colombia,South America
1499,Rogers Residence,"Hell's Kitchen, Manhattan, New York City (first house)Brooklyn, New York City, New York (second house)",North America
1500,Romania,Earth,Europe
1501,Rome,Italy,Europe
1502,Ronald Reagan Washington National Airport,"Arlington, Virginia",North America
1503,Rosalie Carbone's Office,"New York City, New York",North America
1504,Rosamond,"California, United States of America",North America
1505,Rosarito Beach,Mexico,North America
1506,Roscoe Sweeney's Mansion,"New York City, New York",North America
1507,Rose Hill,"Tennessee, United States of America",North America
1508,Rosemary's,United States of America,North America
1509,Rosie's Christmas Trees,"New York City, New York",North America
1510,Rosie's Desert Oasis,Nevada,North America
1511,Roswell,"New Mexico, United States of America",North America
1512,Rougarou Club,"New Orleans, Louisiana",North America
1513,Roxxcart Mall,"Haven Hills, Alabama",North America
1514,Roxxon Corporation Building,"Los Angeles, California",North America
1515,Roxxon Gas Station,United States of America,North America
1516,Roxxon Gulf Building,"New Orleans, Louisiana",North America
1517,Roxxon Gulf Operations Facility,New Orleans,North America
1518,Roxxon Gulf Platform,"Lake Borgne, Louisiana",North America
1519,Roxxon Office,"Los Angeles, California",North America
1520,Roxxon Oil Corporation Headquarters,"New York City, New York",North America
1521,Roxxon Power Plant,"Los Angeles, California",North America
1522,Roxxon Refinery,"New York City, New York",North America
1523,Roxxon Warehouse,"Los Angeles, California",North America
1524,Royal Bunker,"Attilan, Moon",
1525,Royal Dragon,"495 West 47th Street[1], Hell's Kitchen, New York City, New York",North America
1526,Royal Estates,"Oahu, Hawaii",Oceania
1527,Royal Hospitality,"New York City, New York",North America
1528,Royal Naval College,"London, England",Europe
1529,Royal Palace of Valaskjalf,"Asgard, Nine Realms",
1530,Russia,Earth,AsiaEurope
1531,Russian Hideout,"New York City, New York",North America
1532,Russian Inhuman Sanctuary,"Siberia, Russia",Asia
1533,Ruthie's Skillet,"Los Angeles, California",North America
1534,Rwanda,Earth,Africa
1535,Rycroft,"Quebec, Canada",North America
1536,Rye,"Westchester County, New York, United States of America",North America
1537,Ryhno's Gang Hideout,"New York City, New York",North America
1538,Ryker's Island,"The Bronx, New York City, New York",North America
1539,S.H.I.E.L.D. Academy,United States of America,North America
1540,S.H.I.E.L.D. Academy (Framework),United States of America,North America
1541,S.H.I.E.L.D. Academy of Communications,"S.H.I.E.L.D. Academy, United States of America",North America
1542,S.H.I.E.L.D. Academy of Operations,"S.H.I.E.L.D. Academy, United States of America",North America
1543,S.H.I.E.L.D. Academy of Science and Technology,"S.H.I.E.L.D. Academy, United States of America",North America
1544,S.H.I.E.L.D. Airbase,"Roswell, New Mexico",North America
1545,S.H.I.E.L.D. Archery Range,Classified,
1546,S.H.I.E.L.D. Base Camp,Greenland,North America
1547,S.H.I.E.L.D. Crater Investigation Site,"New Mexico, United States of America",North America
1548,S.H.I.E.L.D. Dam Facility,United States of America,North America
1549,S.H.I.E.L.D. East African Headquarters,East Africa,Africa
1550,S.H.I.E.L.D. Field Office,"525 Wilshire Blvd, Los Angeles, California",North America
1551,S.H.I.E.L.D. Headquarters,"219 West 47th Street, New York City, New York",North America
1552,"S.H.I.E.L.D. Headquarters (Washington, D.C.)","Washington, D.C., United States of America",North America
1553,S.H.I.E.L.D. Los Angeles Office,"Los Angeles, California",North America
1554,S.H.I.E.L.D. Outpost,"Roswell, New Mexico",North America
1555,S.H.I.E.L.D. Research & Development Laboratory,United States of America,North America
1556,S.H.I.E.L.D. S.T.A.T.I.O.N.,United States of America,North America
1557,S.H.I.E.L.D. Safe House,"Sydney, AustraliaCairo, EgyptPhuket, ThailandBruges, BelgiumVancouver, CanadaBudapest, Hungary",OceaniaAfricaAsiaEuropeNorth America
1558,S.H.I.E.L.D. Training Facility,United States of America,North America
1559,S.H.I.E.L.D. Trauma Zentrum,"Zürich, Switzerland",Europe
1560,S.W.O.R.D. Headquarters,"Florida, United States of America",North America
1561,S.W.O.R.D. Response Base,"Westview, New Jersey",North America
1562,S.W.O.R.D. Retreat Base,"New Jersey, United States of America",North America
1563,SAC Imports Airport,New York,North America
1564,Sacramento,"California, United States of America",North America
1565,Sacred Saints Cemetery,"New York City, New York",North America
1566,Sacred Saints Hospital,"New York City, New York",North America
1567,Sacred Temple,Indigarr,
1568,Saeed Fashions,"Jersey City, New Jersey",North America
1569,Saint Agnes Orphanage,"New York City, New York",North America
1570,Saint Bénézet Retirement Care,New York,North America
1571,Saint Elizabeth Hospital,"New Orleans, Louisiana",North America
1572,Saint Johann Im Pongau,Austria,Europe
1573,Saint Luke's Cathedral,"Chelsea, London, England",Europe
1574,Saint Michael's Cemetery,"Queens, New York City, New York",North America
1575,Saint Moritz,Switzerland,Europe
1576,Saint Petersburg,Russia,Europe
1577,Saint Teresa Center for Mental Health,"Portland, Oregon, United States of America",North America
1578,Sainte-Flavie,"Quebec, Canada",North America
1579,Saintes,France,Europe
1580,Sakaar,Tayo System,
1581,Sakaar City,Sakaar,
1582,Saldon,,
1583,Salem (Massachusetts),"Massachusetts, United States of America",North America
1584,Salem (Oregon),"Oregon, United States of America",North America
1585,Salina,"Oklahoma, United States of America",North America
1586,Salt Lake City,"Utah, United States of America",North America
1587,Salvage Yard,South Africa,Africa
1588,Sam Wilson's Apartment,"Washington, D.C.",North America
1589,Samara,Russia,Europe
1590,Sambisa Forest,Nigeria,Africa
1591,San Antonio,"Texas, United States of America",North America
1592,San Diego,California,North America
1593,San Francisco,"California, United States of America",North America
1594,San Francisco FBI Office,"San Francisco, California",North America
1595,San Francisco Police Station,"San Francisco, California",North America
1596,San Jose,"Silicon Valley, California",North America
1597,San Juan,Puerto Rico,North America
1598,San Luis Obispo,"California, United States of America",North America
1599,San Pietro al Tanagro,Italy,Europe
1600,San Quentin State Prison,California,North America
1601,San Rafael,"California, United States of America",North America
1602,San Sebastián,Spain,Europe
1603,Sana Ali's House,"36 Old Clifton Hatim Alri Rd, Clifton, Karachi, Sindh",Asia
1604,Sanctuary,,
1605,Sand Creek,"Colorado, United States of America",North America
1606,Sandbox,,Africa
1607,Santa Anita Park,"Los Angeles, California",North America
1608,Santa Barbara,California,North America
1609,Santa Clarita,"Los Angeles County, California, United States of America",North America
1610,Santa Maria de las Flores,"Miami, Florida",North America
1611,Santa Monica,"California, United States of America",North America
1612,Santorini,Greece,Europe
1613,Sarajevo,Bosnia and HerzegovinaYugoslavia (formerly),Europe
1614,Saterre,"New York City, New York",North America
1615,Saturn,Solar System,
1616,Saudi Arabia,Earth,Asia
1617,Sausalito,"California, United States of America",North America
1618,Savage Land,Multiverse,
1619,Savannah,"Georgia, United States of America",North America
1620,Scarlet Lady Saloon,United States of America,North America
1621,Scene Contempo Gallery,"New York City, New York",North America
1622,Schkeuditz,Germany,Europe
1623,Schoonebeek,Netherlands,Europe
1624,Schoonebeek Oil Field,"Schoonebeek, Netherlands",Europe
1625,Schoonover Residence,"New York City, New York",North America
1626,Schultz Mansion,Georgia,North America
1627,Schäfer Sicherheitsdienst Building,"Stuttgart, Germany",Europe
1628,Scotland,United Kingdom,Europe
1629,Scott Lang's Apartment,"San Jose, California",North America
1630,Scott Lang's House,"San Francisco, California",North America
1631,Seagate Penitentiary,"Georgia, United States of America",North America
1632,Seattle,"Washington, United States of America",North America
1633,Sem,"Norway, Europe",Europe
1634,Seoul,South Korea,Asia
1635,Serbia,Earth,Europe
1636,Serena Grier's Apartment,"New York City, New York",North America
1637,Seth Honicky's Dentistry Office,"New York City, United States of America",North America
1638,Seventh Circle Prison,Russia,Europe/Asia
1639,Seville,Spain,Europe
1640,Seychelles,Earth,Africa
1641,Shadow Realm,,
1642,Shady Acres Care Home,"New York City, New York",North America
1643,Shang-Chi's Apartment,"1045 Euclid Avenue,San Francisco, California",North America
1644,Shanghai,China,Asia
1645,Shangri-La,"Hunan, China",Asia
1646,Shanxi,China,Asia
1647,Sharon Carter's Art Gallery,Madripoor,Asia
1648,Shawarma Palace,"New York City, New York",North America
1649,Sheffield,"England, United Kingdom",Europe
1650,Shikoku,Japan,Asia
1651,Shirley Chisholm Complex,"Harlem, New York City, New York",North America
1652,Shizuoka,Japan,Asia
1653,Shuri's Lab,"Mount Bashenga, Wakanda",Africa
1654,Shuroo,Lamentis-1,
1655,Siberia,Soviet Union (formerly)Russia,Asia (geographically)Europe (politically)
1656,Sicily,Italy,Europe
1657,Sienkiewicz Psychiatric Hospital,"London, United Kingdom",Europe
1658,Sierra Leone,Earth,Africa
1659,Silicon Valley,"California, United States of America",North America
1660,Silver Lotus,"New York City, New York",North America
1661,Simply Blossom,"Los Angeles, California",North America
1662,Sindh,India (formerly)Pakistan,Asia
1663,Sing Sing,"Ossining, New York",North America
1664,Singapore,Earth,Asia
1665,Sioux City,"Iowa, United States of America",North America
1666,Sip N Surf,"Los Angeles, California",North America
1667,Sivos,,
1668,Siwa,Egypt,Africa
1669,Skrullos,,
1670,Slice City,"New York City, New York",North America
1671,Slingshot,United States of America,North America
1672,Slovakia,Earth,Europe
1673,Slovenia,Earth,Europe
1674,Smidsrød,"Norway, Europe",Europe
1675,Smith Motors,"Puente Antiguo, New Mexico",North America
1676,Smithsonian Institution,"Washington, D.C., United States of America",North America
1677,Smoky Mountain National Forest,"Tennessee, United States of AmericaNorth Carolina, United States of America",North America
1678,Snowdon,"Wales, United Kingdom",Europe
1679,Sochi,Russia,Europe
1680,Sofia (city),Bulgaria,Europe
1681,SoHo House,"New York City, New York",North America
1682,Sojourn Enterprises Headquarters,"Vladivostok, Russia",Asia
1683,Sokovia,Earth,Europe
1684,Sokovian Memorial,Former Sokovian territory,Europe
1685,Solar System,,
1686,Solenski Plaza,Russia,Asia
1687,Solomon Islands,Earth,Oceania
1688,Somalia,Earth,Africa
1689,Sonia's Apartment,"New York City, New York",North America
1690,Sonny's Grocery,"New York City, New York",North America
1691,Soulworld,Soul StoneMultiverse,
1692,South Africa,Earth,Africa
1693,South America,Earth,
1694,South Beach,"Florida, United States of America",North America
1695,South Bend,"Indiana, United States of America",North America
1696,South Carolina,United States of America,North America
1697,South Dakota,United States of America,North America
1698,South Korea,Earth,Asia
1699,South Los Angeles Medical Center,"Los Angeles, California",North America
1700,South Ossetia,Earth,Asia
1701,South Ridge Penitentiary,"Los Angeles, California",North America
1702,South Sioux City,"Nebraska, United States of America",North America
1703,South Sudan,,Africa
1704,Sovereign (Planet),,
1705,Sovereign Mission Control Centre,Sovereign,
1706,Sovereign Throne Room,Sovereign,
1707,Soviet Union,Earth,AsiaEurope
1708,Spain,Earth,Europe
1709,Sparta,"Wisconsin, United States of America",North America
1710,Spector Residence,"Chicago, Illinois",
1711,Spivey Residence,"Portland, Oregon",North America
1712,Spokane,"Washington, United States of America",North America
1713,Springfield,"Missouri, United States of America",North America
1714,Spurlock's Mortuary,"Harlem, New York City, New York",North America
1715,Square Diner,"New York City, New York",North America
1716,Squillace,Italy,Europe
1717,Sri Lanka,,Asia
1718,SRO Hotel,New Orleans,North America
1719,St Paul's Cathedral,"London, England",Europe
1720,St. Charles,"Missouri, United States of America",North America
1721,St. John's Evangelical Lutheran Church,"139-151 Milton Street,[1] New York City, New York",North America
1722,St. Louis,"Missouri, United States of America",North America
1723,St. Louis Aerospace Facility,"St. Louis, Missouri",North America
1724,St. Sebastian's Preparatory School,"New Orleans, Louisiana",North America
1725,St. Theresa's Church,"New Orleans, Louisiana",North America
1726,Stalingrad,Russia,Europe
1727,Stamford,"Connecticut, United States of America",North America
1728,Stane Tower,"New York City, New York",North America
1729,Stanford,"California, United States of America",North America
1730,Stanford University,"Stanford, California, United States of America",North America
1731,Stanley's Pizza Parlor,"Willowdale, Virginia",North America
1732,Stark Archives,,North America
1733,Stark Eco-Compound,New York,North America
1734,Stark Expo,"Queens, New York City, New York",
1735,Stark Industries Aviation Division,"Santa Monica, California",North America
1736,Stark Industries Headquarters,"Los Angeles, California",North America
1737,Stark Industries New York Facility,"New York City, New York",North America
1738,Stark Labs,New York City,
1739,Stark Pictures,"Los Angeles, California",North America
1740,State Opera,"Prague, Czech Republic",Europe
1741,StatiCorp Facility,"Batesville, Utah",North America
1742,Statue of Liberty,"New York City, New York",North America
1743,Stein Mansion,"Los Angeles, California",North America
1744,Stephen Strange's Apartment,"New York City, New York",North America
1745,Sterling,"Colorado, United States of America",North America
1746,Steve Rogers' Apartment,"Washington, D.C.",North America
1747,Steven Grant's Apartment,"London, England",Europe
1748,Stirling Adams' Apartment,"New York City, New York",North America
1749,Stockholm,Sweden,Europe
1750,Stockton Street Tunnel,"500-750 Stockton Street,San Francisco, California",North America
1751,Stonehenge,"Amesbury, England",Europe
1752,Strange Museum,"New York City, New York",North America
1753,Strasbourg,France,Europe
1754,Strategic Scientific Reserve Brooklyn Facility,"Brooklyn, New York City, New York",North America
1755,Strategic Scientific Reserve Headquarters,"London, England",Europe
1756,Strategic Scientific Reserve New York Office,"Manhattan, New York City, New York",North America
1757,Stuttgart,Germany,Europe
1758,Stylers' Grow House,"Rucker Park, New York City, New York",North America
1759,Sudan,Earth,Africa
1760,Sun,Solar System,
1761,Sun City,"Arizona, United States of America",North America
1762,Sunbury,"Pennsylvania, United States of America",North America
1763,Superior's Submarine Base,"Krasnoyarsk Krai, Russia",Europe
1764,Suriname,Earth,South America
1765,Surtur's Lair,"Muspelheim, Nine Realms",
1766,Svartalfheim,Nine Realms,
1767,Swayambhunath Temple,"Kathmandu, Nepal",Asia
1768,Swayze's Bar,United States of America,North America
1769,Sweden,Earth,Europe
1770,Switzerland,Earth,Europe
1771,Sydney,Australia,Oceania
1772,Synnergy Laboratories,"Los Angeles, California",North America
1773,Syria,Earth,Asia
1774,São Paulo,Brazil,South America
1775,Sæbø,Norway,Europe
1776,Ta Lo,Multiverse,
1777,Tahiti,French Polynesia,Oceania
1778,Taipei,Taiwan,Asia
1779,Taiwan,Earth,Asia
1780,Talbot Residence,"Washington, D.C.",North America
1781,Tallahassee,"Florida, United States of America",North America
1782,Tallinn,Estonia,Europe
1783,Tam Kỳ,Vietnam,Asia
1784,Tambov,Russia,Europe
1785,Tampa,"Hillsborough County, Florida, United States of America",North America
1786,Tandstand,"Norway, Europe",Europe
1787,Tangier,Morocco,Africa
1788,Tanzania,Earth,Africa
1789,Tarnax IV,,
1790,Taupo,New Zealand,Oceania
1791,Tayo System,,
1792,TCL Chinese Theatre,"6925 Hollywood Blvd., Los Angeles, California",North America
1793,Teddy's Bar,United States of America,North America
1794,Tehran,Iran,Asia
1795,Teie,"Norway, Europe",Europe
1796,Tel Aviv,Israel,Asia
1797,Temple of the Forgotten,"Yucatán, Mexico",North America
1798,Temple Vault,Morag,
1799,Ten Rings Base,Afghanistan,Asia
1800,Ten Rings Headquarters,China,Asia
1801,Ten Rings' Indian Diamond Mine,"Western Ghats, India",Asia
1802,Tennessee,United States of America,North America
1803,Tenochtitlan,Aztec Empire,North America
1804,Terma,,
1805,Terneuze,Netherlands,Europe
1806,Teterboro,"New Jersey, United States of America",North America
1807,Texas,United States of America,North America
1808,Thailand,Earth,Asia
1809,Thanos' Farm,Planet 0259-S,
1810,The Blue Heron Restaurant,"Portland, Oregon",North America
1811,The Esplanade,Dark Dimension,
1812,The Griffith,"New York City, New York",North America
1813,The Hamptons,"New York, United States of America",North America
1814,The Krazy Kanoe,"New York City, New York",North America
1815,The Milgrom Hotel,"San Francisco, California",North America
1816,The Nines Hotel,"Portland, Oregon",North America
1817,The Rearview,"Malibu, California",North America
1818,The Shard,"London, England",Europe
1819,The Slow Club,"Los Angeles, California",North America
1820,The Soul Patch,United States of America,North America
1821,Theta Protocol Facility,,
1822,Thomas Moreau Concert Hall,"New York City, New York",North America
1823,Thompson Square Free Clinic,"New York City, New York",North America
1824,Thompson Welding & Electric,United States of America,North America
1825,Thorton,United States of America,North America
1826,Thor’s Hut,"New Asgard, Norway",Europe
1827,Three Roads Bar,"New York City, New York",North America
1828,Tibet,China,Asia
1829,Tides Motel,"Larkville, Ohio",North America
1830,Tierra Amarilla,Chile,South America
1831,Tijuana,"Baja California, Mexico",North America
1832,Time Variance Authority Office,Outside of space and time,
1833,Timely Coffee,"Los Angeles, California",North America
1834,Times Square,"New York City, New York",North America
1835,Tipsy Tilly's Bar,"New York City, New York",North America
1836,Tirrases,Costa Rica,North America
1837,Titan,,
1838,Tivan Dispatch Center,"Exitar, Knowhere",
1839,Todd White's Apartment,"New York City, New York",North America
1840,Todorov Building,"Minsk, Belarus",Europe
1841,Togo,Earth,Africa
1842,Tokyo,Japan,Asia
1843,Tomb of Alexander the Great,"Siwa, Egypt",Africa
1844,Tompkins Square Free Clinic,"New York City, New York",North America
1845,Tony Stark's Mansion,"10880 Malibu Point, 90265, Malibu, California",North America
1846,Toomes Residence,"New York City, New York",North America
1847,Torfa,,
1848,Toronto,Canada,North America
1849,Tower Bridge,"London, United Kingdom",Europe
1850,Tranquility Bridge,"Macon, Georgia",North America
1851,Transamerica Pyramid,"600 Montgomery Street,San Francisco, California",North America
1852,Transia Corporation Building,United States of America,North America
1853,Treasureyard of the Wolves,Asgard,
1854,Treehouse,Earth,
